,Graph,Collection,Nodes,Edges,Density,Maximum degree,Minimum degree,Average degree,Assortativity,Total triangles,Average triangles,Maximum triangles,Avg. clustering coef.,Frac. closed triangles,Maximum k-core,Max. clique (lb)
188,soc-Slashdot0811,Social Networks,77360.0,828161.0,0.000276769,5046.0,1.0,21.0,-0.0663293,5762875.0,74.49424767321614,56722.0,0.0464794,0.0257051,107.0,15.0
189,soc-Slashdot0902,Social Networks,82168.0,870161.0,0.000257768,5062.0,1.0,21.0,-0.06661289999999999,6054478.0,73.68413494304352,57876.0,0.0539891,0.0255171,107.0,15.0
190,soc-academia,Social Networks,200169.0,1397621.0,6.97634e-05,11395.0,1.0,13.0,-0.0164267,8417299.0,42.050961937163095,120366.0,0.241358,0.0362635,38.0,16.0
191,soc-advogato,Social Networks,5167.0,47337.0,0.00354681,947.0,1.0,18.0,-0.0834277,499659.0,96.7019547125992,11426.0,0.28683200000000003,0.111357,32.0,18.0
192,soc-anybeat,Social Networks,12645.0,67053.0,0.0008387739999999999,8705.0,1.0,10.0,-0.121888,946668.0,74.8650059311981,50981.0,0.227469,0.0182689,50.0,25.0
193,soc-brightkite,Social Networks,56739.0,212945.0,0.000132294,1134.0,1.0,7.0,0.00962268,1483224.0,26.141172738328127,11517.0,0.173379,0.11051,53.0,36.0
194,soc-buzznet,Social Networks,101163.0,2763066.0,0.000539986,64289.0,1.0,54.0,2.84519,92759544.0,916.9315263485663,1099041.0,0.232086,0.0107419,154.0,26.0
195,soc-catster,Social Networks,149684.0,5448197.0,0.000486334,80634.0,1.0,72.0,5.468369999999998,556386531.0,3717.0741762646635,3723314.0,0.385684,0.0109924,420.0,53.0
196,soc-delicious,Social Networks,536108.0,1365961.0,9.50527e-06,3216.0,1.0,5.0,-0.0692059,1463916.0,2.730636364314653,8009.0,0.0321746,0.010514,34.0,21.0
197,soc-digg,Social Networks,770799.0,5907132.0,1.9885e-05,17643.0,1.0,15.0,-0.092109,188132376.0,244.07449412881957,396575.0,0.08809349999999999,0.046670300000000005,237.0,45.0
198,soc-dogster,Social Networks,426816.0,8543549.0,9.37968e-05,46503.0,1.0,40.0,-0.1262,250498092.0,586.8994883040937,1723999.0,0.170917,0.014269799999999997,249.0,37.0
199,soc-dolphins,Social Networks,62.0,159.0,0.0840825,12.0,1.0,5.0,-0.043594,285.0,4.596774193548387,17.0,0.258958,0.308776,5.0,5.0
200,soc-douban,Social Networks,154908.0,327162.0,2.72677e-05,287.0,1.0,4.0,-0.180331,121836.0,0.7865055387713998,394.0,0.0160572,0.010373299999999998,16.0,11.0
201,soc-epinions,Social Networks,26588.0,100120.0,0.000283267,443.0,1.0,7.0,0.0572222,479100.0,18.019407251391605,5151.0,0.135164,0.08916439999999999,33.0,16.0
202,soc-firm-hi-tech,Social Networks,33.0,124.5,0.2358,28.0,0.0,9.19,-0.12,454.5,13.772727272727273,88.5,0.405,0.29600000000000004,8.0,6.0
203,soc-flickr-und,Social Networks,1715255.0,15555041.0,1.05741e-05,27236.0,1.0,18.0,-0.0153072,1645976115.0,959.6101541753267,2169311.0,0.1838,0.112164,569.0,66.0
204,soc-flickr,Social Networks,513969.0,3190452.0,2.41551e-05,4369.0,1.0,12.0,0.157802,176313864.0,343.0437711223828,524525.0,0.167599,0.154791,310.0,53.0
205,soc-flixster,Social Networks,2523386.0,7918801.0,2.48727e-06,1474.0,1.0,6.0,-0.321231,23691366.0,9.388720552464033,15190.0,0.08338730000000001,0.0136505,69.0,31.0
206,soc-google-plus,Social Networks,211186.0,1505135.0,6.74959e-05,2036.0,1.0,14.0,0.216811,68731073.0,325.45279043118387,191436.0,0.151171,0.271389,163.0,59.0
207,soc-gowalla,Social Networks,196591.0,950327.0,4.91788e-05,14730.0,1.0,9.0,-0.0292547,6819414.0,34.68833262967277,93817.0,0.236724,0.0234828,52.0,29.0
208,soc-gplus,Social Networks,23628.0,39241.5,0.0001,2771.0,1.0,3.32,0.0,63551.0,2.6896478754020654,5326.5,0.218,0.004,13.0,12.0
209,soc-hamsterster,Social Networks,2426.0,16630.0,0.00565353,273.0,1.0,13.0,0.047400800000000014,159753.0,65.85037098103875,2681.0,0.537533,0.231388,25.0,25.0
210,soc-karate,Social Networks,34.0,78.0,0.139037,17.0,1.0,4.0,-0.475613,135.0,3.9705882352941178,18.0,0.570638,0.255682,5.0,5.0
211,soc-lastfm,Social Networks,1191805.0,4519330.0,6.36347e-06,5150.0,1.0,7.0,-0.135906,11838621.0,9.933354030231456,38000.0,0.07266979999999999,0.0130079,71.0,14.0
212,soc-livejournal,Social Networks,4033137.0,27933062.0,3.43449e-06,2651.0,1.0,13.0,0.268845,250658109.0,62.14966389686242,79740.0,0.256436,0.139259,214.0,87.0
213,soc-loc-brightkite,Social Networks,58228.0,214077.5,0.0001,1134.0,1.0,7.35,0.0,1484184.0,25.48918046300749,11517.0,0.172,0.111,52.0,51.0
214,soc-orkut-dir,Social Networks,3072441.0,117185083.0,2.4827600000000006e-05,33313.0,1.0,76.0,0.015812899999999998,1882752543.0,612.7872082816236,1666622.0,0.166607,0.0412654,254.0,47.0
215,soc-orkut,Social Networks,2997166.0,106349209.0,2.36779e-05,27466.0,1.0,70.0,0.018004,1573931856.0,525.1400342857219,1313133.0,0.170024,0.042691,231.0,41.0
216,soc-pokec,Social Networks,1632803.0,22301964.0,1.6730399999999998e-05,14854.0,1.0,27.0,0.0016366,97672374.0,59.8188354626982,29290.0,0.109379,0.0468212,48.0,29.0
217,soc-sign-Slashdot081106,Social Networks,77357.0,516575.0,0.00017265099999999998,2546.0,0.0,13.0,-0.0580967,3036700.0,39.25565882854816,32935.0,0.0633187,0.0364661,85.0,15.0
218,soc-sign-Slashdot090216,Social Networks,81871.0,545671.0,0.000162819,2555.0,0.0,13.0,-0.0582102,3111609.0,38.006241526303576,33316.0,0.0718704,0.0353793,86.0,14.0
219,soc-sign-Slashdot090221,Social Networks,82144.0,549202.0,0.000162785,2557.0,0.0,13.0,-0.0590508,3161995.0,38.49331661472536,33509.0,0.0722704,0.0355033,86.0,14.0
220,soc-sign-epinions,Social Networks,131828.0,840799.0,9.67632e-05,3622.0,0.0,12.0,-0.0362489,27927306.0,211.8465424644233,107668.0,0.156187,0.111073,180.0,19.0
222,soc-slashdot-trust-all,Social Networks,79120.0,515581.0,0.000164725,2546.0,1.0,13.0,-0.0602878,3000581.0,37.924431243680495,32989.0,0.0669573,0.036214599999999986,85.0,26.0
223,soc-slashdot,Social Networks,70068.0,358647.0,0.000146105,2507.0,1.0,10.0,-0.06513340000000001,1205643.0,17.206756293885938,13382.0,0.0562587,0.0259843,54.0,23.0
225,soc-themarker,Social Networks,69413.0,1644843.0,0.000682777,8930.0,1.0,47.0,-0.14694100000000002,53254218.0,767.2081310417357,346157.0,0.186372,0.0459439,165.0,21.0
226,soc-tribes,Social Networks,16.0,58.0,0.483333,10.0,3.0,7.0,0.0499048,204.0,12.75,22.0,0.539187,0.5271319999999999,6.0,5.0
227,soc-twitter-follows-mun,Social Networks,465017.0,835423.0,7.7268e-06,811.0,1.0,3.0,-0.873833,135064.0,0.29044959646636576,2926.0,0.0207847,0.000713014,31.0,6.0
228,soc-twitter-follows,Social Networks,404719.0,713319.0,8.709789999999997e-06,626.0,1.0,3.0,-0.8763719999999999,88617.0,0.2189593273357564,1687.0,0.0144463,0.000596857,29.0,6.0
229,soc-twitter-higgs,Social Networks,456631.0,14855852.0,0.000142494,51388.0,1.0,65.0,-0.131623,410596075.0,899.1857210745658,893409.0,0.209861,0.013600200000000002,188.0,66.0
230,soc-wiki-Talk-dir,Social Networks,2394385.0,5021409.0,1.75173e-06,100032.0,1.0,4.0,-0.288783,53666618.0,22.41352915257989,359836.0,0.07482369999999999,0.0039699,185.0,25.0
231,soc-wiki-Vote,Social Networks,889.0,2914.0,0.00738252,102.0,1.0,6.0,-0.0287763,6357.0,7.150731158605175,251.0,0.152847,0.127349,10.0,6.0
232,soc-wiki-elec,Social Networks,7115.0,107013.0,0.00422842,1346.0,1.0,30.0,-0.0516799,2520117.0,354.1977512297962,55979.0,0.173828,0.14237,61.0,17.0
233,soc-youtube-snap,Social Networks,1134890.0,2987624.0,4.63926e-06,28754.0,1.0,5.0,-0.0369099,9169158.0,8.079336323344112,180820.0,0.08080230000000001,0.00621856,52.0,16.0
234,soc-youtube,Social Networks,495957.0,1936748.0,1.57477e-05,25409.0,1.0,7.0,-0.0318967,7331658.0,14.782850126119804,151081.0,0.11008,0.00880801,50.0,16.0
235,sc-TSOPF-RS-b2383-c1,Scientific Computing,38120.0,16135378.0,0.0222083,16354.0,4.0,846.0,-0.178085,48364831.0,1268.7521248688354,16518.0,0.0525166,0.000877003,656.0,6.0
236,sc-delaunay-n23,Scientific Computing,8388608.0,25165784.0,7.15255e-07,28.0,3.0,5.0,-0.147678,50620077.0,6.034383416175842,27.0,0.433365,0.379703,5.0,4.0
237,sc-ldoor,Scientific Computing,952203.0,20770807.0,4.581680000000001e-05,76.0,0.0,43.0,-0.118345,567147375.0,595.6160346060661,1135.0,0.613241,0.5732659999999999,35.0,21.0
238,sc-msdoor,Scientific Computing,415863.0,9378650.0,0.00010846,76.0,0.0,45.0,-0.115958,260626518.0,626.7124461661653,1135.0,0.6248060000000001,0.575775,35.0,21.0
239,sc-nasasrb,Scientific Computing,54870.0,1311227.0,0.000871056,275.0,11.0,47.0,0.0689029,35155833.0,640.7113723346091,3649.0,0.563362,0.5549109999999999,36.0,24.0
240,sc-pkustk11,Scientific Computing,87804.0,2565054.0,0.0006654310000000001,131.0,17.0,58.0,0.280312,79665120.0,907.3062730627306,3250.0,0.588036,0.455718,48.0,36.0
241,sc-pkustk13,Scientific Computing,94893.0,3260967.0,0.00072429,299.0,17.0,68.0,-0.0426648,135474234.0,1427.6525560367993,8506.0,0.649748,0.498675,42.0,36.0
242,sc-pwtk,Scientific Computing,217891.0,5653221.0,0.00023814900000000005,179.0,1.0,51.0,0.249693,167944767.0,770.7742265628227,2342.0,0.5809479999999999,0.577343,36.0,25.0
243,sc-rel9,Scientific Computing,5921786.0,23667169.0,1.3498e-06,167.0,2.0,7.0,-0.895457,2688.0,0.0004539171121685248,42.0,5.64436e-06,2.30126e-06,6.0,4.0
244,sc-shipsec1,Scientific Computing,140385.0,1707759.0,0.000173308,67.0,2.0,24.0,0.593903,18446736.0,131.40104712041884,989.0,0.38783,0.385761,25.0,24.0
245,sc-shipsec5,Scientific Computing,179104.0,2200076.0,0.00013717,75.0,1.0,24.0,0.564686,23188062.0,129.4670247453993,1165.0,0.357352,0.371142,30.0,24.0
246,rt-higgs,Retweet Networks,425008.0,733610.0,8.12273e-06,31569.0,1.0,3.0,-0.07065199999999999,375395.0,0.8832657267627904,47410.0,0.0277772,0.000390163,19.0,12.0
247,rt-pol,Retweet Networks,18470.0,61157.0,0.000358563,1022.0,1.0,6.0,-0.0560735,377282.0,20.426746074715755,14669.0,0.0596484,0.0576168,80.0,44.0
248,rt-retweet-crawl,Retweet Networks,1112702.0,2278852.0,3.68119e-06,5070.0,1.0,4.0,-0.0181615,525939.0,0.4726683334801232,1555.0,0.0186996,0.00336442,19.0,13.0
249,rt-retweet,Retweet Networks,96.0,117.0,0.0256579,17.0,1.0,2.0,-0.17917,36.0,0.375,6.0,0.06075,0.07422680000000001,4.0,4.0
250,rt-twitter-copen,Retweet Networks,761.0,1029.0,0.00355834,37.0,1.0,2.0,-0.0992231,447.0,0.5873850197109067,27.0,0.07587999999999999,0.0601939,5.0,4.0
251,rt-alwefaq,Retweet Networks,4171.0,7119.0,0.000818602,879.0,1.0,3.0,-0.22117,12188.0,2.922081035722848,828.0,0.127405,0.0129633,13.0,8.0
252,rt-assad,Retweet Networks,2139.0,2801.0,0.00122497,152.0,1.0,2.0,-0.257837,799.0,0.3735390369331463,126.0,0.015625399999999998,0.0122375,7.0,5.0
253,rt-bahrain,Retweet Networks,4676.0,8005.0,0.000732378,261.0,1.0,3.0,-0.215357,1853.0,0.3962788708297689,120.0,0.0176358,0.00895476,7.0,5.0
254,rt-barackobama,Retweet Networks,9631.0,9823.0,0.000211825,7688.0,1.0,2.0,-0.65604,121.0,0.01256359671892846,24.0,0.00301093,4.06894e-06,4.0,3.0
255,rt-damascus,Retweet Networks,3052.0,3881.0,0.000833579,648.0,1.0,2.0,-0.162547,547.0,0.1792267365661861,42.0,0.0116766,0.00195999,6.0,4.0
256,rt-dash,Retweet Networks,6288.0,7453.0,0.000377055,439.0,1.0,2.0,-0.24904,509.0,0.08094783715012722,34.0,0.0110618,0.00105744,5.0,4.0
257,rt-gmanews,Retweet Networks,8373.0,8828.0,0.000251873,7225.0,1.0,2.0,-0.711617,949.0,0.1133404992236952,280.0,0.027405,3.60624e-05,5.0,4.0
258,rt-gop,Retweet Networks,4687.0,5536.0,0.0005041140000000001,310.0,1.0,2.0,-0.14254,99.0,0.0211222530403243,11.0,0.00457152,0.0008007569999999999,4.0,3.0
259,rt-http,Retweet Networks,8917.0,10318.0,0.000259559,916.0,1.0,2.0,-0.287214,195.0,0.02186834137041606,20.0,0.0033881,0.000153369,5.0,4.0
260,rt-islam,Retweet Networks,4497.0,4616.0,0.000456611,2681.0,1.0,2.0,-0.446525,6.0,0.00133422281521014,1.0,0.0005561230000000001,1.61702e-06,3.0,2.0
261,rt-israel,Retweet Networks,3698.0,4174.0,0.000610613,194.0,1.0,2.0,-0.209825,75.0,0.020281233098972416,5.0,0.00368127,0.000975255,4.0,3.0
262,rt-justinbieber,Retweet Networks,9405.0,9614.0,0.000217402,3897.0,1.0,2.0,-0.741143,24.0,0.0025518341307814987,6.0,0.00105805,1.6863e-06,3.0,3.0
263,rt-ksa,Retweet Networks,7302.0,8123.0,0.000304735,1532.0,1.0,2.0,-0.358069,660.0,0.09038619556285947,124.0,0.017137,0.000260693,7.0,5.0
264,rt-lebanon,Retweet Networks,3961.0,4440.0,0.000566126,366.0,1.0,2.0,-0.277422,175.0,0.044180762433728864,19.0,0.00714723,0.0008653510000000001,5.0,4.0
265,rt-libya,Retweet Networks,5067.0,5549.0,0.000432343,533.0,1.0,2.0,-0.143234,206.0,0.04065522005131241,22.0,0.004331300000000001,0.000832085,4.0,3.0
266,rt-lolgop,Retweet Networks,9765.0,10324.0,0.00021656,9213.0,1.0,2.0,-0.806137,682.0,0.06984126984126984,222.0,0.0230266,1.6068699999999994e-05,4.0,3.0
267,rt-mittromney,Retweet Networks,7974.0,8591.0,0.000270256,3270.0,1.0,2.0,-0.24753200000000006,194.0,0.024329069475796338,50.0,0.00440131,3.55127e-05,4.0,3.0
268,rt-obama,Retweet Networks,3212.0,3426.0,0.000664357,267.0,1.0,2.0,-0.276967,42.0,0.013075965130759652,8.0,0.0036918,0.00030767,4.0,3.0
269,rt-occupy,Retweet Networks,3225.0,3959.0,0.000761537,351.0,1.0,2.0,-0.141759,360.0,0.11162790697674417,25.0,0.0117473,0.00291104,5.0,3.0
270,rt-occupywallstnyc,Retweet Networks,3609.0,3933.0,0.000604088,3212.0,1.0,2.0,-0.6917,564.0,0.15627597672485452,172.0,0.0374211,0.00010928,5.0,4.0
271,rt-oman,Retweet Networks,4904.0,6232.0,0.000518376,749.0,1.0,2.0,-0.198599,791.0,0.1612969004893964,102.0,0.015137,0.00146525,6.0,5.0
272,rt-onedirection,Retweet Networks,7987.0,8130.0,0.000254922,5989.0,1.0,2.0,-0.627869,42.0,0.00525854513584575,13.0,0.0014378,2.28498e-06,3.0,3.0
273,rt-p2,Retweet Networks,4902.0,6029.0,0.0005019,282.0,1.0,2.0,-0.19848,277.0,0.05650754793961647,46.0,0.0093985,0.00160819,4.0,3.0
274,rt-qatif,Retweet Networks,7537.0,8568.0,0.000301696,2906.0,1.0,2.0,-0.412006,978.0,0.12975985139976118,226.0,0.0263828,0.00015685,5.0,4.0
275,rt-saudi,Retweet Networks,7252.0,8093.0,0.000307811,1885.0,1.0,2.0,-0.467518,1228.0,0.16933259790402647,253.0,0.0317042,0.000285263,7.0,5.0
276,rt-tcot,Retweet Networks,4547.0,5514.0,0.00053351,309.0,1.0,2.0,-0.120166,111.0,0.024411700021992524,10.0,0.00379642,0.000969424,4.0,3.0
277,rt-tlot,Retweet Networks,3665.0,4480.0,0.000667235,594.0,1.0,2.0,-0.199181,177.0,0.04829467939972715,38.0,0.00750987,0.000563106,4.0,4.0
278,rt-uae,Retweet Networks,5248.0,6392.0,0.000464261,365.0,1.0,2.0,-0.27803,611.0,0.11642530487804878,45.0,0.00987712,0.00174503,6.0,4.0
279,rt-voteonedirection,Retweet Networks,2280.0,2468.0,0.00094994,650.0,1.0,2.0,-0.391732,10.0,0.0043859649122807015,4.0,0.00135966,2.82601e-05,4.0,3.0
280,rt-alwefaq,Retweet Networks,4171.0,7119.0,0.000818602,879.0,1.0,3.0,-0.22117,12188.0,2.922081035722848,828.0,0.127405,0.0129633,13.0,8.0
281,rt-assad,Retweet Networks,2139.0,2801.0,0.00122497,152.0,1.0,2.0,-0.257837,799.0,0.3735390369331463,126.0,0.015625399999999998,0.0122375,7.0,5.0
282,rt-bahrain,Retweet Networks,4676.0,8005.0,0.000732378,261.0,1.0,3.0,-0.215357,1853.0,0.3962788708297689,120.0,0.0176358,0.00895476,7.0,5.0
283,rt-barackobama,Retweet Networks,9631.0,9823.0,0.000211825,7688.0,1.0,2.0,-0.65604,121.0,0.01256359671892846,24.0,0.00301093,4.06894e-06,4.0,3.0
284,rt-damascus,Retweet Networks,3052.0,3881.0,0.000833579,648.0,1.0,2.0,-0.162547,547.0,0.1792267365661861,42.0,0.0116766,0.00195999,6.0,4.0
285,rt-dash,Retweet Networks,6288.0,7453.0,0.000377055,439.0,1.0,2.0,-0.24904,509.0,0.08094783715012722,34.0,0.0110618,0.00105744,5.0,4.0
286,rt-gmanews,Retweet Networks,8373.0,8828.0,0.000251873,7225.0,1.0,2.0,-0.711617,949.0,0.1133404992236952,280.0,0.027405,3.60624e-05,5.0,4.0
287,rt-gop,Retweet Networks,4687.0,5536.0,0.0005041140000000001,310.0,1.0,2.0,-0.14254,99.0,0.0211222530403243,11.0,0.00457152,0.0008007569999999999,4.0,3.0
288,rt-http,Retweet Networks,8917.0,10318.0,0.000259559,916.0,1.0,2.0,-0.287214,195.0,0.02186834137041606,20.0,0.0033881,0.000153369,5.0,4.0
289,rt-israel,Retweet Networks,3698.0,4174.0,0.000610613,194.0,1.0,2.0,-0.209825,75.0,0.020281233098972416,5.0,0.00368127,0.000975255,4.0,3.0
290,rt-justinbieber,Retweet Networks,9405.0,9614.0,0.000217402,3897.0,1.0,2.0,-0.741143,24.0,0.0025518341307814987,6.0,0.00105805,1.6863e-06,3.0,3.0
291,rt-ksa,Retweet Networks,7302.0,8123.0,0.000304735,1532.0,1.0,2.0,-0.358069,660.0,0.09038619556285947,124.0,0.017137,0.000260693,7.0,5.0
292,rt-lebanon,Retweet Networks,3961.0,4440.0,0.000566126,366.0,1.0,2.0,-0.277422,175.0,0.044180762433728864,19.0,0.00714723,0.0008653510000000001,5.0,4.0
293,rt-libya,Retweet Networks,5067.0,5549.0,0.000432343,533.0,1.0,2.0,-0.143234,206.0,0.04065522005131241,22.0,0.004331300000000001,0.000832085,4.0,3.0
294,rt-lolgop,Retweet Networks,9765.0,10324.0,0.00021656,9213.0,1.0,2.0,-0.806137,682.0,0.06984126984126984,222.0,0.0230266,1.6068699999999994e-05,4.0,3.0
295,rt-mittromney,Retweet Networks,7974.0,8591.0,0.000270256,3270.0,1.0,2.0,-0.24753200000000006,194.0,0.024329069475796338,50.0,0.00440131,3.55127e-05,4.0,3.0
296,rt-obama,Retweet Networks,3212.0,3426.0,0.000664357,267.0,1.0,2.0,-0.276967,42.0,0.013075965130759652,8.0,0.0036918,0.00030767,4.0,3.0
297,rt-occupy,Retweet Networks,3225.0,3959.0,0.000761537,351.0,1.0,2.0,-0.141759,360.0,0.11162790697674417,25.0,0.0117473,0.00291104,5.0,3.0
298,rt-occupywallstnyc,Retweet Networks,3609.0,3933.0,0.000604088,3212.0,1.0,2.0,-0.6917,564.0,0.15627597672485452,172.0,0.0374211,0.00010928,5.0,4.0
299,rt-oman,Retweet Networks,4904.0,6232.0,0.000518376,749.0,1.0,2.0,-0.198599,791.0,0.1612969004893964,102.0,0.015137,0.00146525,6.0,5.0
300,rt-onedirection,Retweet Networks,7987.0,8130.0,0.000254922,5989.0,1.0,2.0,-0.627869,42.0,0.00525854513584575,13.0,0.0014378,2.28498e-06,3.0,3.0
301,rt-p2,Retweet Networks,4902.0,6029.0,0.0005019,282.0,1.0,2.0,-0.19848,277.0,0.05650754793961647,46.0,0.0093985,0.00160819,4.0,3.0
302,rt-qatif,Retweet Networks,7537.0,8568.0,0.000301696,2906.0,1.0,2.0,-0.412006,978.0,0.12975985139976118,226.0,0.0263828,0.00015685,5.0,4.0
303,rt-saudi,Retweet Networks,7252.0,8093.0,0.000307811,1885.0,1.0,2.0,-0.467518,1228.0,0.16933259790402647,253.0,0.0317042,0.000285263,7.0,5.0
304,rt-tcot,Retweet Networks,4547.0,5514.0,0.00053351,309.0,1.0,2.0,-0.120166,111.0,0.024411700021992524,10.0,0.00379642,0.000969424,4.0,3.0
305,rt-tlot,Retweet Networks,3665.0,4480.0,0.000667235,594.0,1.0,2.0,-0.199181,177.0,0.04829467939972715,38.0,0.00750987,0.000563106,4.0,4.0
306,rt-uae,Retweet Networks,5248.0,6392.0,0.000464261,365.0,1.0,2.0,-0.27803,611.0,0.11642530487804878,45.0,0.00987712,0.00174503,6.0,4.0
307,rt-voteonedirection,Retweet Networks,2280.0,2468.0,0.00094994,650.0,1.0,2.0,-0.391732,10.0,0.0043859649122807015,4.0,0.00135966,2.82601e-05,4.0,3.0
308,rec-amazon-ratings,Recommendation Networks,2146057.0,5838027.0,2.53521e-06,12241.0,1.0,5.0,-0.0212144,246957.0,0.11507476269269645,3439.0,0.00039531,0.000342995,130.0,4.0
309,rec-amazon,Recommendation Networks,91813.0,125704.0,2.98247e-05,5.0,1.0,2.0,0.191077,103023.0,1.1220959994771982,9.0,0.26821500000000004,0.348202,5.0,5.0
310,rec-dating,Recommendation Networks,168791.0,17359214.0,0.00121861,33412.0,1.0,205.0,-0.134248,286037064.0,1694.6227227755035,1606443.0,0.0344804,0.0101144,261.0,12.0
311,rec-eachmovie,Recommendation Networks,61989.0,2811698.0,0.00146345,32864.0,1.0,90.0,-0.407096,39364671.0,635.026714417074,930695.0,0.120205,0.00264363,221.0,12.0
312,rec-epinions,Recommendation Networks,755200.0,13396296.0,4.69777e-05,158934.0,1.0,35.0,-0.5477029999999999,39685519.0,52.549680879237286,1972868.0,0.0398705,0.000594178,149.0,8.0
313,rec-github,Recommendation Networks,121706.0,440165.0,5.94326e-05,3691.0,1.0,7.0,-0.033530300000000006,986205.0,8.103174864016564,21763.0,0.00618751,0.015725899999999998,48.0,8.0
314,rec-libimseti-dir,Recommendation Networks,220970.0,17359346.0,0.000711048,33389.0,1.0,157.0,-0.13858399999999998,214800226.0,972.0786803638504,1031381.0,0.0456589,0.00751373,277.0,13.0
315,rec-movielens-tag-movies-10m,Recommendation Networks,16528.0,95540.0,0.000699521,721.0,1.0,11.0,-0.0150561,144670.0,8.753025169409486,5095.0,0.0135024,0.0172342,43.0,5.0
316,rec-movielens-user-movies-10m,Recommendation Networks,7601.0,95559.0,0.00330839,6014.0,1.0,25.0,-0.188057,1130201.0,148.69109327720037,48696.0,0.201964,0.0161021,59.0,7.0
317,rec-movielens-user-tag-10m,Recommendation Networks,21.0,22.0,0.1048,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,rec-movielens,Recommendation Networks,70155.0,9999941.0,0.00406365,35301.0,1.0,285.0,-0.321359,983152187.0,14014.000242320577,4871313.0,0.262123,0.023765,533.0,25.0
319,rec-yahoo-songs,Recommendation Networks,136736.0,49770305.0,0.005324000000000001,31429.0,45.0,727.0,-0.152652,3664762563.0,26801.73884712146,9398664.0,0.0575864,0.028674,723.0,17.0
320,rec-yelp-user-business,Recommendation Networks,50394.0,229843.0,0.000181014,844.0,1.0,9.0,-0.0912339,334070.0,6.629162201849427,3596.0,0.0115814,0.0141791,35.0,7.0
322,soc-orkut-dir,Massive Network Data,3072441.0,117185083.0,2.4827600000000006e-05,33313.0,1.0,76.0,0.015812899999999998,1882752543.0,612.7872082816236,1666622.0,0.166607,0.0412654,254.0,47.0
323,soc-orkut,Massive Network Data,2997166.0,106349209.0,2.36779e-05,27466.0,1.0,70.0,0.018004,1573931856.0,525.1400342857219,1313133.0,0.170024,0.042691,231.0,41.0
327,inf-USAir97,Infrastructure Networks,332.0,2126.0,0.0386925,139.0,1.0,12.0,-0.20787600000000006,36543.0,110.06927710843374,1413.0,0.625217,0.396392,27.0,22.0
328,inf-euroroad,Infrastructure Networks,1174.0,1417.0,0.00205794,10.0,1.0,2.0,0.126684,96.0,0.0817717206132879,2.0,0.016731599999999996,0.033886300000000015,3.0,3.0
329,inf-italy-osm,Infrastructure Networks,6686493.0,7013978.0,3.1376e-07,9.0,1.0,2.0,0.253644,22230.0,0.0033246127678590253,5.0,0.00101991,0.00269188,4.0,3.0
330,inf-openflights,Infrastructure Networks,2939.0,30501.0,0.00706468,473.0,1.0,20.0,0.0461392,853241.0,290.3167744130657,14954.0,0.396761,0.25492600000000004,56.0,20.0
331,inf-power,Infrastructure Networks,4941.0,6594.0,0.000540303,19.0,1.0,2.0,0.00345699,1953.0,0.395264116575592,21.0,0.08010360000000001,0.103153,6.0,6.0
332,inf-road-usa,Infrastructure Networks,23947347.0,28854312.0,1.0062999999999998e-07,9.0,1.0,2.0,0.0673584,1316412.0,0.05497109972140129,8.0,0.0176287,0.0258056,4.0,3.0
333,inf-roadNet-CA,Infrastructure Networks,1957027.0,2760388.0,1.44147e-06,12.0,1.0,2.0,0.120637,361476.0,0.18470670052073884,7.0,0.0464684,0.0603595,4.0,4.0
334,inf-roadNet-PA,Infrastructure Networks,1087562.0,1541514.0,2.60657e-06,9.0,1.0,2.0,0.121989,201336.0,0.18512599741440028,8.0,0.046463,0.0593855,4.0,3.0
335,ia-dbpedia-team-bi,Interaction Networks,365492.0,890107.0,1.33265e-05,2307.0,1.0,4.0,-0.20359,13856.0,0.03791054250161426,747.0,0.00101209,0.000103531,12.0,6.0
336,ia-email-EU-dir,Interaction Networks,265009.0,418956.0,1.1931099999999997e-05,7636.0,1.0,3.0,-0.204377,1794969.0,6.773237890033923,15008.0,0.08705030000000001,0.0074693,57.0,13.0
337,ia-email-EU,Interaction Networks,32430.0,54397.0,0.000103449,623.0,1.0,3.0,-0.381627,146976.0,4.532099907493062,1615.0,0.112681,0.0267784,23.0,11.0
338,ia-email-univ,Interaction Networks,1133.0,5451.0,0.00850021,71.0,1.0,9.0,0.07820099999999999,16029.0,14.147396293027361,261.0,0.220176,0.16625,12.0,12.0
339,ia-enron-email-dynamic,Interaction Networks,86978.0,1134990.0,0.00030006,38651.0,1.0,26.0,-0.0380836,821978470.0,9450.418151716523,30365928.0,1.06918,0.259522,1501.0,21.0
340,ia-enron-large,Interaction Networks,33696.0,180811.0,0.000318501,1383.0,1.0,10.0,-0.116499,2175933.0,64.57540954415954,17744.0,0.5091899999999999,0.0851297,44.0,17.0
341,ia-enron-only,Interaction Networks,143.0,623.0,0.0613612,42.0,1.0,8.0,-0.0195359,2667.0,18.650349650349646,125.0,0.433907,0.359095,10.0,8.0
342,ia-escorts-dynamic,Interaction Networks,10106.0,50619.0,0.000991352,616.0,1.0,10.0,-0.06257230000000001,23375.0,2.3129823867009702,2849.0,0.0117455,0.00790434,42.0,4.0
343,ia-fb-messages,Interaction Networks,1266.0,6451.0,0.00805625,112.0,1.0,10.0,-0.08440800000000001,7473.0,5.902843601895735,242.0,0.06835,0.043903,12.0,5.0
